https://www.welivesecurity.com/en/eset-research/under-cloak-uefi-secure-boot-introducing-cve-2024-7344,cdb7c90d3ab8833d5324f5d8516d41fa990b9ca721fe643fffaef9057d9f9e48,e9e4b5a51f6a5575b9f5bfab1852b0cb2795c66ff4b28135097cba671a5491b9,cdb7c90d3ab8833d5324f5d8516d41fa990b9ca721fe643fffaef9057d9f9e48,e9e4b5a51f6a5575b9f5bfab1852b0cb2795c66ff4b28135097cba671a5491b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://intezer.com/blog/malware-analysis/weaponized-software-targets-chinese/,156.247.33[.]53,08dad42da5aba6ef48fca27c783f78f06ab9ea7a933420e4b6b21e12e550dd7d,33bc111238a0c6f10f6fe3288b5d4efe246c20efd8d85b4fe88f7d602d70738e,50a64e97c6a5417023f3561f33291b448ce830a4d99c40356af67301c8fa7523,6d4dd4334791c91bb09e7a91dd5c450b2c6e3348a5586de011c54ce3f473f619,76fc76dc651c3cc9d766a6ad8a90f605326463bc4cb2f8f053d44dfbc913beee,ad23f5c9bab137dc24343fc410f7587885aab6772dee5e75a216ed579c6ee420,c497506fe2df57c39fcf92398f4864ca4bfcb1a6f2f80c3c520166bc61882855,E49b085f5484531395b5a7903f004b2a02a2b4ebfa46116d1a665ba881b1f528,c636120749b49f47fc8d42409ead6c51ea44bc40c815370997ca63f48acdf002,79acdca5247ca9719f2f3a34c7942cd60b209f7b616efa5dd81e6656a8baf9a5,70facc8ad5db172e235b4cc720a0edaedd4470b8a6ec5da8dee2758f4a1aafef,e9e4751c88d3a1a4bfdd5d07bb35636787b0d6fbf68b17642d3fe03cbe5ebf70,de8a0da702a491f610b9e85050d8641cadf4ed84edf4d151f94335b0d78d6636,6d2a4d9e2fc6e4dac2c426851b4bdf86dd63a5515d8d853e622a0bc01d250ce9,4a68bdfa3e31a8c063bbf94469160eb7998a556027d5ad33f37c347a71c2d3a4,7c31c4d0308fb1d67f6af48a76138a9db19f494c1e9a12debdcca7382ad5418c,5f9a5ad43a9f79976cd7014ce072429ef2edbae872b4226372cfb07d8a86b8a5,3ac3ca18142a935608cb0d2c8d6421ebb9abc30bce93f094447b9c3f63fe791b,9d97f3f55bc647911e14a36c83f263e91662cf9d13a2fc3ec7c92dedb8977d37,c070749f95aeeefcd1c3a875c1b8e77b57cad0c8338436af9a3c9e1323fd4e11,7eaed6fa867875119c3ebb40aa24716d91fdbccb2106fa4708ff0637920a920c,fa26722e99763a29af160fae64183a47a57362b666753624b78e954c8cde0525,9aa51d1c82fdbc8f0f27340180bd40faa7e76b8ac6d204b2d3548cfd0897d805,58416315c61ed5cb2c754244ed5c081963dabf3e698b04226a00f978cd913e84,f2f96e5ac1b4bd6cac49c71ca2010dcbe5751757483520cfc7dddf4fb7186044,45.195.148[.]107,46af73560cafff5c8bbc16980d01641af0de3b689bc248dfb52afcf3a8a76a55,7bff2404c2816c4e1576d449820f01e3f46e7c972beb1843e3b8da2e065f8dc3,94ff4679dd5aec7874354c14132701ecdfbbb558c6011e4952d13bf843255529,Ae6d88ea99e530f778ee6088862b50dfb6e8bb45857211e9105428c57c2a7b4a,9aea0fdfead2e956bc0b4574c2b4cb2855dd9df6a5fd61d350f3285d249adfca,c5d5054047a12efc68a67abd8f15069a853dd09800cd39d68df5a27702b45334,a97371df7d51fe0aee1d54b5b233a1713f69224802b1da35337a3041788990e6,4b6bf40dc331c89e416ef012a6dc4f55c83136197be7115246b42e4f7a828baa,30147b6691e5bc1a15c76cebf81b2de77d9099e8200b6ed9742c6e3b36505f34,9bd53057c8905d508374698e2595301f0be1529ec4ebfa71c09ad0c01a562982,4d64c2d1ae0de0f3066a6c020ab7aa5a9dd487c0cf1ff1ca2e93d98ff30e039f,99fb7a40dbf6a042bcb77f67a5a76fe03ec3c6820ac5e15cb009795d545152ea,d9e939f904a1cddf5fb8ffba14acbfe227ed5dfc4990b52a44d4dfd0baa6de4e,0b33f08bc2917c4825c053754fc88e16b35d1a8fff4135595b265a4c6f850250,cd347b9f558cf024df1dbb62ed7a0d72a2edc04b1330058cfa1baf4fc3894e03,8aa28f35dbafc18a37b07fd15bb599e3c8de5b692117f1c6fd491bd03028a423,d51db234d0236cd0dbfcf13adc33387f10920011537815d188eff012872e30be,d0ce85ec31053478c67e4f53ca2ef9b7b1f0fda74621c9c7c8c1612772ca778c,504d7714419931f80b734e212a9431ec98887c56ade8966c4d7cae58b28d49ca,16bb3968e1112b63fef8a4e7bda9d021dfef6fd1955fdfa677545535a14a65b4,659ede632d3bfc28d143c144fdba34d08b21c4f97ce6c9dc1fcd4d2bf5cc25e3,463c9704fb009cd13e0ef50fa7d5035aa5f35b4841fe75ecab5c4a276601f837,3fc35cab1272f769af309cb46375e21680f13d629181c7646cb0cf2c9b2e72e7,517b43bf057877727387316d8538dc07599856eb428d43f512e89964a5dfb331,e54ce9939679c691dc5719e309a8d541183b6672269fd61013109ef0d8509b1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.fortinet.com/blog/threat-research/valleyrat-campaign-targeting-chinese-speakers#:~:text=This%20relatively%20new%20RAT%20is%20attributed%20to%20the%20suspected%20APT%20group%20%E2%80%9CSilver%20Fox%E2%80%9D,154[.]82[.]85[.]12,154[.]92[.]19[.]81,1ded5a6c54a7b10365c41bc850ce41f18d86435fbe9315c37bd767ecdf255135,7b98622db7a62ace626dcc8af5bb7ac3726a968241c94612c5b9cb906175f5f3,fb73e089d0a276617b9a213080f84d0e411592c7db5548790e3fe1c53295f5a3,a676c7490086a4112f920936e57ee49e213aaffd12bb38bc433a073ddfae0f24,1235419877ccc1f1820cc75e773fe79f9ad0296dd8eea9aa44f511a7b6348cfd,02aed2b21a90c82d2ca597340aabfa1d6c52302b08aa9f58e87893f6997c2681,02c8f22e9d2df7e051fffc49c7d2d240787fbe8395b4c3c96be40b5a111a03ce,0a971e606e839e7d5e72dcea0a8a3d081c951250ce25b0ddaf2429bad87ebe3d,12ae203fa199291754649a4e592fb0880339c88b07f1d69798114afca06b8061,14bf52de60e60a526141ffe61ef5afc2a3bc7d60d4086e644ec80e67513d2684,17ff585fadcf40e25ad9d09cf007d20f6691ccf31d93a5d48d25f7e811cb0ca4,22bfdc52a65905088b8b897a630c66c16ec5c2eba992c1c0722e5c8da9afa181,24a871b7b837b217d271747337381fbbcff61edfe44e087c55921564b170a8c9,47d7ce4ce72ca7e0cebab472e2165a1ebbd9395a60d7478990fd4dbec2eb195f,583001d3d4dc0a72c92cf27a390e95e1fad6229d18ab255b625985939eb4b90f,7172dff66af9c34958a3b095210664c26a934b5f734b64ea3170f1507a120503,72542f81546656de73e009b541ed12cbcc9feced4f6ab79f9e9a0ee9df148b6a,76b1c8b026ac9e72ffe8ac1dd8d18abfbb4eb9c23bccb42ab9af2580ed72b7ad,8378960ee2bfc32930e19f762f561f4a6448160de2bde6ce330309326d745f89,8790506401a3bac69f6669a3dd832650e4752ff68dd6f0cef35b43e6ad59d7df,8a6b352c45e48e3564e259ade4f544d01900e8c3f9a74e52ae3bc62f74ddf013,8b7d3de2c77c59663ec5d8969b688530a3c9228b72807bc17a9822d558c42ee8,a47423b59d75e228198450f7a9a2e051eeca6388028a6deb8e9843951bf21575,aae7f34bdc0aa362bb42eb5e4cff69b60d67f7f155a3e2b9b905c90a1cc2aac4,ad753becec205160b78de45c11ed42f3da707c9cee0688fa4190233a9b4f1379,ad9bd41e73eff193caab25960b6a990641ea8d412b5ba456b64ad165b7216c48,b50ad87cd7ce19ae30cb709ea3ceb7107b129c64ec9c314157fc6a8df079262b,c486ca7291799a7474196c7cf60158421a2d81697e24e693e76cd1da06b9bf1c,ce8224de916a5eb0c76c9ba7acc3833f8cdc7f7d31a72dfbe69d2be1f8b7cc48,d208b80a6608c72c3c590f86d93b074533c0c4ef8a46b6d36ed52cc2b4c179d5,d63792ee67c6f1702188695387c64991029dabd702d48eac3ea3f0eef280d4a1,ebd3a506c226e98dcedc1b882a11addd25ded8ee5110249b5b1a391e4d77d327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://socradar.io/black-basta-deploying-zbot-darkgate-bespoke-malware/,172.81.60.122,179.60.149.194,185.130.47.96,188.130.206.243,65.87.7.151,88.214.25.32,94.103.85.114,109.172.87.135,109.172.88.38,145.223.116.66,184.174.97.32,185.229.66.224,185.238.169.17,193.29.13.60,212.232.22.140,45.61.152.154,46.8.232.106,46.8.236.61,66.78.40.86,8.209.111.227,8.211.34.166,91.212.166.91,93.185.159.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cloud.google.com/blog/topics/threat-intelligence/ivanti-connect-secure-vpn-zero-day,e7d24813535f74187db31d4114f607a1,"a638fd203ddb540d0484d8e00490df06""",d18e5425ecd9608ecb992606b974e15d,61bb586dc4e047ab081ef6ca65684e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://rhisac.org/threat-intelligence/cyberhaven-extension-compromise-part-of-broader-campaign-affecting-multiple-chrome-extensions/,parrottalks[.]info,ext[.]linewizeconnect[.]com,readermodeext[.]info,bookmarkfc[.]info,censortracker[.]pro,yujaverity[.]info,wayinai[.]live,vpncity[.]live,cyberhavenext[.]pro,primusext[.]pro,internxtvpn[.]pro,uvoice[.]live,policyextension[.]info,castorus[.]info,api[.]searchcopilot[.]co,wakelet[.]ink,tinamind[.]info,iobit[.]pro,graphqlnetwork[.]pro,urban-vpn[.]com,yescaptcha[.]pro,proxyswitchyomega[.]pro hxxp://id[.]tnagofsg[.]com,hxxps://id[.]tnagofsg[.]com,hxxps://api.tnagofsg.com/rest/v2,hxxps://api.tnagofsg.com/rest/v1,148[.]72[.]132[.]43,148[.]72[.]132[.]6,209[.]126[.]103[.]61,cr[.]sclpfybn[.]com,sclpfybn[.]com,tnagofsg[.]com,www[.]sclpfybn[.]com,148[.]72[.]164[.]10,148[.]72[.]164[.]11,148[.]72[.]173[.]24,148[.]72[.]173[.]25,148[.]72[.]173[.]26,hxxps://id.sclpfybn[.]com,hxxps://cs.sclpfybn[.]com/api/rest/v2,hxxps://cs.sclpfybn[.]com/secure/urls/checkSafety/basic,hxxps://cs.sclpfybn[.]com/secure/urls/checkSafety,hxxps://id.sclpfybn[.]com/api/privacy/data/rules/exclusions,hxxps://id.sclpfybn[.]com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.extensiontotal.com/cyberhaven-incident-live,cyberhavenext[.]pro,gptforbusiness[.]site,ext[.]businessforai[.]com,barefootcontractor[.]com,uvoice[.]live,cyberhavenext[.]pro,primusext[.]pro,ultrablock[.]pro,dearflip[.]pro,parrottalks[.]info,vidnozflex[.]live,wakelet[.]ink,locallyext[.]ink,tinamind[.]info,apple-ads-metric[.]com,aeromexi[.]co,gptforads[.]info,blockforads[.]com,ytbadblocker[.]com,searchcopilot[.]co,geminiaigg[.]pro,blockadsonyt[.]vip,fadblock[.]pro,lltvmarkets[.]com,savgptforchrome[.]pro,bardaiforchrome[.]live,com-freeapps[.]com,gpt4summary[.]ink,searchaiassitant[.]info,artseasy[.]com,savechatgpt[.]site,upwordwave[.]com,yescaptcha[.]pro,videodownloadhelper[.]pro,castorus[.]info,bookmarkfc[.]info,proxyswitchyomega[.]pro,graphqlnetwork[.]pro,iobit[.]pro,internetdownloadmanager[.]pro,searchgptchat[.]info,pieadblock[.]pro,gptdetector[.]live,chatgptextent[.]pro,youtubeadsblocker[.]live,chatgptextension[.]site,remiwantnun[.]com,okta-onsolve[.]com,capitalizerutc[.]com,extensionpolicyprivacy[.]com,policyextension[.]info,extensionpolicy[.]net,checkpolicy[.]site,linewizeconnect[.]com,extensionbuysell[.]com,readermodeext[.]info,adskiper[.]net,aiforgemini[.]com,sclpfybn[.]com,tnagofsg[.]com,kra18[.]com,149.28.124.84,45.76.225.148,136.244.115.219,149.248.44.88,108.61.23.192,80.240.21.36,45.32.69.11,155.138.253.165,45.77.5.196,144.202.123.86,74.220.199.9,45.32.231.212,149.28.117.236,137.220.48.214,149.248.2.160,bibjgkidgpfbblifamdlkdlhgihmfohh,pkgciiiancapdlpcbppfkmeaieppikkk,epdjhgbipjpbbhoccdeipghoihibnfja,bbdnohkpnbkdkmnkddobeafboooinpla,befflofjcniongenjmbkgkoljhgliihe,cedgndijpacnfbdggppddacngjfdkaca,nnpnnpemnckcfdebeekibpiijlicmpom,dpggmcodlahmljkhlmpgpdcffdaoccni,cplhlgabfijoiabgkigdafklbhhdkahj,egmennebgadmncfjafcemlecimkepcle,acmfnomgphggonodopogfbmkneepfgnh,mnhffkhmpnefgklngfmlndmkimimbphc,oaikpkmjciadfpddlpjjdapglcihgdle,fbmlcbhdmilaggedifpihjgkkmdgeljh,kkodiihpgodmdankclfibbiphjkfdenh,oeiomhmbaapihbilkfkhmlajkeegnjhe,jiofmdifioeejeilfkpegipdjiopiekl,hihblcmlaaademjlakdpicchbjnnnkbo,ndlbedplllcgconngcnfmkadhokfaaln,igbodamhgjohafcenbcljfegbipdfjpk,bgejafhieobnfpjlpcjjggoboebonfcg,llimhhconnjiflfimocjggfjdlmlhblm,hodiladlefdpcbemnbbcpclbmknkiaem,epikoohpebngmakjinphfiagogjcnddm,pajkjnmeojmbapicmbpliphjmcekeaac,ogbhbgkiojdollpjbhbamafmedkeockb,eanofdhdfbcalhflpbdipkjjkoimeeod,ekpkdmohpdnebfedjjfklhpefgpgaaji,miglaibdlgminlepgeifekifakochlka,mbindhfolmpijhodmgkloeeppmkhpmhc,eaijffijbobmnonfhilihbejadplhddo,lbneaaedflankmgmfbmaplggbmjjmbae,hmiaoahjllhfgebflooeeefeiafpkfde,pdkmmfdfggfpibdjbbghggcllhhainjo,emedckhdnioeieppmeojgegjfkhdlaeo,didhgeamncokiaegffipckhhcpnmlcbl,hlgpnddmgbhkmilmcnejaibhmoiljhhb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.malwarebytes.com/blog/news/2025/01/can-you-try-a-game-i-made-fake-game-sites-lead-to-information-stealers,dualcorps[.]fr,leyamor[.]com,crystalsiege[.]com,crystalsiege[.]online,dungeonofdestiny[.]pages.dev,mazenugame[.]blogspot.com,mazenugames.[]blogspot.com,yemozagame[.]blogspot.com,domenubeta[.]blogspot.com,domenugame[.]blogspot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://socradar.io/cerberus-multi-stage-trojan-banking-campaign/,c67b03c0a91eaefffd2f2c79b5c26a2648b8d3c19a22cadf35453455ff08ead0,880c9f65c5e2007bfed3a2179e64e36854266023a00e1a7066cbcf8ee6c93cbc,9d966baefa96213861756fde502569d7bba9c755d13e586e7aaca3d0949cbdc3,104.218.176.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.pcrisk.com/removal-guides/17387-cerberus-banking-trojan-android,"coronavirus-informations[.]online",canada-alert-covid19[.]com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://gbhackers.com/eagerbee-malware/,62.233.57[.]94,82.118.21[.]230,194.71.107[.]215,151.236.16[.]167,www.socialentertainments[.]store,www.rambiler[.]com,5.34.176[.]46,195.123.242[.]120,195.123.217[.]139,cbe0cca151a6ecea47cfaa25c3b1c8a8,35ece05b5500a8fc422cec87595140a7,26d1adb6d0bcc65e758edaf71a8f665d,c651412abdc9cf3105dfbafe54766c44,9d93528e05762875cf2d160f15554f44,183f73306c2d1c7266a06247cedd3ee2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://securelist.com/eagerbee-backdoor/115175/,62.233.57[.]94,82.118.21[.]230,194.71.107[.]215,151.236.16[.]167,www.socialentertainments[.]store,www.rambiler[.]com,5.34.176[.]46,195.123.242[.]120,195.123.217[.]139,cbe0cca151a6ecea47cfaa25c3b1c8a8,35ece05b5500a8fc422cec87595140a7,26d1adb6d0bcc65e758edaf71a8f665d,c651412abdc9cf3105dfbafe54766c44,9d93528e05762875cf2d160f15554f44,183f73306c2d1c7266a06247cedd3ee2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://gbhackers.com/north-korean-hackers-wipe-cryptocurrency-wallets-via-fake-job-interviews/,60ec2dbe8cfacdff1d4eb093032b0307e52cc68feb1f67487d9f401017c3edd7,http://216.74.123[.]191:8080,b72653bf747b962c67a5999afbc1d9156e1758e4ad959412ed7385abaedb21b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://socket.dev/blog/quasar-rat-disguised-as-an-npm-package#new_tab,ethereumvulncontracthandler,9c3d53c7723bfdd037df85de4c26efcd5e6f4ad58cc24f7a38a774bf22de3876,hxxps://jujuju[.]lat/files/kk.cmd,captchacdn[.]com:7000,154.216.17[.]47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blog.sekoia.io/unplugging-plugx-sinkholing-the-plugx-usb-worm-botnet,432a07eb49473fa8c71d50ccaf2bc980b692d458ec4aaedd52d739cb377f3428,e8f55d0f327fd1d5f26428b890ef7fe878e135d494acda24ef01c695a2e9136d,3a53bd36b24bc40bdce289d26f1b6965c0a5e71f26b05d19c7aa73d9e3cfa6ff,2304891f176a92c62f43d9fd30cae943f1521394dce792c6de0e097d10103d45,8b8adc6c14ed3bbeacd9f39c4d1380835eaf090090f6f826341a018d6b2ad450,6bb959c33fdfc0086ac48586a73273a0a1331f1c4f0053ef021eebe7f377a292,b9f3cf9d63d2e3ce1821f2e3eb5acd6e374ea801f9c212eebfa734bd649bec7a,45.251.240[.]55 ,45.142.166[.]112 (Sinkholed by Sekoia),103.56.53[.]46,43.254.217[.]165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://arcticwolf.com/resources/blog/console-chaos-targets-fortinet-fortigate-firewalls/,23.27.140[.]65,66.135.27[.]178,157.245.3[.]251,45.55.158[.]47,167.71.245[.]10,137.184.65[.]71,155.133.4[.]175,31.192.107[.]165,37.19.196[.]65,64.190.113[.]25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://krebsonsecurity.com/2023/10/phishers-spoof-usps-12-other-natl-postal-services/, fly.linkcdn[.]to,usps.receivepost[.]com,usps.informedtrck[.]com,usps.trckspost[.]com,postreceive[.]com,usps.trckpackages[.]com,usps.infortrck[.]com,usps.quicktpos[.]com,usps.postreceive].]com,usps.revepost[.]com,trackingusps.infortrck[.]com,usps.receivepost[.]com,usps.trckmybusi[.]com,postreceive[.]com,tackingpos[.]com,usps.trckstamp[.]com,usa-usps[.]shop,usps.infortrck[.]com,unlistedstampreceive[.]com,usps.stampreceive[.]com,usps.stamppos[.]com,usps.stampspos[.]com,usps.trckmypost[.]com,usps.trckintern[.]com,usps.tackingpos[.]com,usps.posinformed[.]com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://unit42.paloaltonetworks.com/graph-neural-networks/,advanced-ip-sccanner[.]com,ipscanneronline[.]com,ipscannershop[.]com,myipscanner[.]com,myscannappo[.]com,myscannappo[.]info,myscannappo[.]online,theipscanner[.]com,correoparaguayo-myposta[.]top,correoparaguayo-mypostf[.]top,correoparaguayo-myposth[.]top,correoparaguayo-myposts[.]top,correoparaguayo-mypostvsa[.]top,correoparaguayo-mypostvsd[.]top,correoparaguayo-mypostvse[.]top,correoparaguayo-mypostvsf[.]top,correoparaguayo-mypostvsg[.]top,correoparaguayo-mypostvsh[.]top,correoparaguayo-mypostvsi[.]top,correoparaguayo-mypostvsl[.]top,correoparaguayo-mypostvsp[.]top,correoparaguayo-mypostvst[.]top,correoparaguayo-mypostvsu[.]top,correoparaguayo-mypostvsx[.]top,correoparaguayo-mypostvsy[.]top,correoparaguayo-mypostvsz[.]top,correosespe[.]top,correoseswe[.]top,correospanamaagobs-csc[.]top,correospanamaagobs-csd[.]top,correospanamaagobs-cse[.]top,correospanamaagobs-csr[.]top,correospanamaagobs-css[.]top,correospanamaagobs-csx[.]top,koreapostge[.]shop,koreapostma[.]shop,koreapostmk[.]shop,koreapostmv[.]shop,koreapostmx[.]shop,koreapostmz[.]shop,koreapostni[.]shop,koreapostnp[.]shop,koreapostnu[.]shop,koreapostpc[.]shop,koreapostpe[.]shop,koreapostpf[.]shop,koreapostpg[.]shop,koreapostpo[.]shop,koreapostpt[.]shop,koreapostpu[.]shop,koreapostpw[.]shop,koreapostst[.]shop,koreapostxb[.]shop,koreapostxn[.]shop,koreapostxt[.]shop,us-usos-qwtaa[.]top,us-usos-qwtad[.]top,us-usos-qwtaz[.]top,usps-supsrfvw[.]top,usps-supsrmuo[.]top,usps-supsrrne[.]top,usps-supsrrno[.]top,usps-supsrtys[.]top,uspsepsu[.]top,uspsftpr[.]top,uspsfugu[.]top,uspsgrjp[.]top,uspsntfj[.]top,uspstpar[.]top,uspsyeay[.]top,uspsygfk[.]top,byvlsa[.]com,cdn-google-tag[.]info,cdn-report[.]com,cdnreport[.]net,chatwareopenalgroup[.]net,cssjs[.]co,google-site-verification[.]com,jquerylib-min[.]net,jsmin[.]co,ns1.static5-jquery[.]com,ns2.static5-jquery[.]com,ssl-google-analytics[.]com,static5-jquery[.]com,staticlitycis[.]com,woocomnnerce[.]com,apps.guardiantrustbanks[.]us,capitalxpresslogistic.live.firstnationalbank[.]live,deutsche-chartered-bank.cloudswt[.]com,eurobank-stocks[.]us,eurobank-stockscom[.]com,ftp.pristineglobalinvestmentbank[.]com,gcorpfinbank[.]info,hgsgbank.com.nexcreditunion[.]com,inncbank.com.nexcreditunion[.]com,metropoliscapitalbank[.]us,oceansharebank[.]com,pristineglobalinvestmentbank[.]com,standardcharteredbank[.]live,truistcommercialbank.live.rhinoswiftdelivery[.]live,webmail.portal.guardiantrustbank[.]us,www.capitalxpresslogistic.live.firstnationalbank[.]live,www.deutsche-chartered-bank.cloudswt[.]com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://securityonline.info/over-5000-wordpress-sites-infected-in-wp3-xyz-malware-attack/,https://wp3[.]xyz, https://wp3[.]xyz/td.js,https://wp3.xyz/plugin[.]php,https://wp3.xyz/tdw1[.]php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
